"","X","COSMIC_ID","sample_name","sample_id","model_id","model_name","patient_id","BROAD_ID","CCLE_ID","tissue_descriptor_1","tissue_descriptor_2","tissue_descriptor","tissue","tissue_status","sample_site","cancer_type","cancer_type_passports","gender","ethnicity","age_at_sampling","family_history_of_cancer","smoking_status","alcohol_exposure_intensity","alcohol_consumption_per_week","history_diabetes","diabetes_treatment","colorectal_cancer_risk_factors","GDSC_1000","whole_exome_seq","cna","gene_expression","methylation","drug_response"
"663",683,1298218,"KP-2","SIDS00997","SIDM00582","KP-2","SIDP00893","ACH-000281","KP2_PANCREAS","pancreas","pancreas","pancreas","Pancreas","Tumour","Unknown","PAAD","Pancreatic Carcinoma","Female","East Asian",65,"","Unknown","",NA,"","",NA,TRUE,"Y","N","Y","N","Y"
"664",701,1298526,"PA-TU-8902","SIDS01138","SIDM00455","PA-TU-8902","SIDP01025","ACH-000599","PATU8902_PANCREAS","pancreas","pancreas","pancreas","Pancreas","Tumour","Unknown","PAAD","Pancreatic Carcinoma","Female","Unknown",44,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"665",705,1298533,"PL4","SIDS00741","SIDM00042","PL4","SIDP00665","ACH-002186","PL4_PANCREAS","pancreas","pancreas","pancreas","Pancreas","Unknown","Unknown","PAAD","Pancreatic Carcinoma","Unknown","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"666",908,724870,"MIA-PaCa-2","SIDS00917","SIDM00505","MIA-PaCa-2","SIDP00820","ACH-000601","MIAPACA2_PANCREAS","pancreas","pancreas","pancreas","Pancreas","Tumour","Unknown","PAAD","Pancreatic Carcinoma","Male","White",65,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"667",967,753595,"MZ1-PC","SIDS00730","SIDM00053","MZ1-PC","SIDP00654","ACH-002164","MZ1PC_PANCREAS","pancreas","pancreas","pancreas","Pancreas","Unknown","Unknown","PAAD","Pancreatic Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"668",1042,906693,"BxPC-3","SIDS00805","SIDM00132","BxPC-3","SIDP00718","ACH-000535","BXPC3_PANCREAS","pancreas","pancreas","pancreas","Pancreas","Tumour","Unknown","PAAD","Pancreatic Carcinoma","Female","Unknown",61,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"669",1375,910915,"Capan-2","SIDS00481","SIDM00943","CAPAN-2","SIDP00418","ACH-000107","CAPAN2_PANCREAS","pancreas","pancreas","pancreas","Pancreas","Tumour","Unknown","PAAD","Pancreatic Carcinoma","Male","White",56,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"670",571,1240154,"IHH-4","SIDS00976","SIDM00600","IHH-4","SIDP00874","ACH-001528","IHH4_THYROID","thyroid","thyroid","thyroid","Thyroid","Metastasis","Lymph node","THCA","Thyroid Gland Carcinoma","Male","East Asian",75,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"671",1044,906696,"BHT-101","SIDS00458","SIDM00987","BHT-101","SIDP00395","ACH-000191","BHT101_THYROID","thyroid","thyroid","thyroid","Thyroid","Metastasis","Lymph node","THCA","Thyroid Gland Carcinoma","Female","Unknown",63,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"672",631,1290722,"ASH-3","SIDS00950","SIDM00491","ASH-3","SIDP00850","ACH-001443","ASH3_THYROID","thyroid","thyroid","thyroid","Thyroid","Tumour","Neck","THCA","Thyroid Gland Carcinoma","Female","East Asian",68,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"673",1073,906828,"CAL-62","SIDS00476","SIDM00931","CAL-62","SIDP00413","ACH-000174","CAL62_THYROID","thyroid","thyroid","thyroid","Thyroid","Tumour","Pleural Effusion","THCA","Thyroid Gland Carcinoma","Female","Unknown",70,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"674",1409,924151,"HTC-C3","SIDS00945","SIDM00496","HTC-C3","SIDP00845","ACH-001350","HTCC3_THYROID","thyroid","thyroid","thyroid","Thyroid","Metastasis","Pleural Fluid","THCA","Thyroid Gland Carcinoma","Female","East Asian",44,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"675",678,1298167,"KMH-2","SIDS00986","SIDM00619","KMH-2","SIDP00883","","","thyroid","thyroid","thyroid","Thyroid","Tumour","Thyroid","THCA","Thyroid Gland Carcinoma","Male","East Asian",71,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","N","Y","Y"
"676",1052,906795,"8305C","SIDS00448","SIDM00997","8305C","SIDP00385","ACH-001306","8305C_THYROID","thyroid","thyroid","thyroid","Thyroid","Tumour","Thyroid","THCA","Thyroid Gland Carcinoma","Female","Unknown",67,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"677",1403,924102,"8505C","SIDS00449","SIDM00996","8505C","SIDP00386","ACH-001307","8505C_THYROID","thyroid","thyroid","thyroid","Thyroid","Tumour","Thyroid","THCA","Thyroid Gland Carcinoma","Female","Unknown",78,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"678",1434,930299,"TT","SIDS00938","SIDM00484","TT","SIDP00838","ACH-001321","TT_THYROID","thyroid","thyroid","thyroid","Thyroid","Tumour","Thyroid","THCA","Thyroid Gland Carcinoma","Female","White",77,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"679",590,1240178,"ML-1","SIDS01115","SIDM00442","ML-1","SIDP01004","ACH-000058","ML1_THYROID","thyroid","thyroid","thyroid","Thyroid","Tumour","Unknown","THCA","Thyroid Gland Carcinoma","Female","Unknown",50,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"680",623,1240223,"TT2609-C02","SIDS01173","SIDM00418","TT2609-C02","SIDP01059","ACH-000716","TT2609C02_THYROID","thyroid","thyroid","thyroid","Thyroid","Tumour","Unknown","THCA","Thyroid Gland Carcinoma","Male","White",57,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"681",1099,906864,"FTC-133","SIDS00593","SIDM00213","FTC-133","SIDP00525","ACH-000903","FTC133_THYROID","thyroid","thyroid","thyroid","Thyroid","Metastasis","Unknown","THCA","Thyroid Gland Carcinoma","Male","Unknown",42,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"682",1340,910568,"CGTH-W-1","SIDS00395","SIDM01248","CGTH-W-1","SIDP00339","ACH-001023","CGTHW1_THYROID","thyroid","thyroid","thyroid","Thyroid","Tumour","Unknown","THCA","Thyroid Gland Carcinoma","Male","White",59,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"683",1404,924104,"BCPAP","SIDS00453","SIDM00992","B-CPAP","SIDP00390","ACH-000456","BCPAP_THYROID","thyroid","thyroid","thyroid","Thyroid","Tumour","Unknown","THCA","Thyroid Gland Carcinoma","Female","Unknown",76,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"684",1413,924238,"K5","SIDS00745","SIDM00056","K5","SIDP00669","ACH-002148","K5_THYROID","thyroid","thyroid","thyroid","Thyroid","Tumour","Unknown","THCA","Thyroid Gland Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"685",1431,930083,"RO82-W-1","SIDS00605","SIDM00218","RO82-W-1","SIDP00534","ACH-001384","RO82W1_THYROID","thyroid","thyroid","thyroid","Thyroid","Tumour","Unknown","THCA","Thyroid Gland Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"686",602,1240197,"OV-90","SIDS00331","SIDM01141","OV-90","SIDP00278","ACH-000291","OV90_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","Ascites","OV","Ovarian Carcinoma","Female","Unknown",64,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"687",789,1480361,"OV-17R","SIDS00926","SIDM00476","OV-17R","SIDP00829","ACH-001373","OV17R_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","Ascites","OV","Ovarian Carcinoma","Female","Unknown",50,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"688",790,1480362,"OV-56","SIDS00927","SIDM00475","OV-56","SIDP00830","ACH-000091","OV56_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","Ascites","OV","Ovarian Carcinoma","Female","Unknown",46,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"689",793,1480371,"OVK-18","SIDS00700","SIDM00238","OVK-18","SIDP00626","ACH-000947","OVK18_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","Ascites","OV","Ovarian Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"690",794,1480372,"PEO1","SIDS00930","SIDM00472","PEO1","SIDP00833","ACH-001630","PEO1_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","Ascites","OV","Ovarian Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"691",988,905933,"OVCAR-3","SIDS00843","SIDM00105","OVCAR-3","SIDP00752","ACH-000001","NIHOVCAR3_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","Ascites","OV","Ovarian Carcinoma","Female","White",60,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"692",1012,905959,"SK-OV-3","SIDS00858","SIDM00079","SK-OV-3","SIDP00765","ACH-000811","SKOV3_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","Ascites","OV","Ovarian Carcinoma","Female","White",64,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"693",1259,909257,"OC-314","SIDS00603","SIDM00220","OC-314","SIDP00533","ACH-000962","OC314_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","Ascites","OV","Ovarian Carcinoma","Female","Unknown",39,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"694",1335,910548,"OAW-42","SIDS00922","SIDM00480","OAW-42","SIDP00825","ACH-000704","OAW42_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","Ascites","OV","Ovarian Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"695",1400,911905,"EFO-21","SIDS00503","SIDM01052","EFO-21","SIDP00440","ACH-000308","EFO21_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","Ascites","OV","Ovarian Carcinoma","Female","White",56,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"696",1442,946360,"OAW-28","SIDS00921","SIDM00481","OAW-28","SIDP00824","ACH-000116","OAW28_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","Ascites","OV","Ovarian Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"697",603,1240198,"OVISE","SIDS01033","SIDM00564","OVISE","SIDP00927","ACH-000527","OVISE_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","Innominate Bone","OV","Ovarian Carcinoma","Female","East Asian",40,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"698",550,1240129,"FU-OV-1","SIDS00515","SIDM01040","FU-OV-1","SIDP00451","ACH-000574","FUOV1_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Ovary","OV","Ovarian Carcinoma","Female","East Asian",65,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"699",604,1240199,"OVKATE","SIDS01034","SIDM00466","OVKATE","SIDP00928","ACH-000443","OVKATE_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Ovary","OV","Ovarian Carcinoma","Female","East Asian",40,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"700",605,1240200,"OVMIU","SIDS01035","SIDM00465","OVMIU","SIDP00929","ACH-002183","OVMIU_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Ovary","OV","Ovarian Carcinoma","Female","East Asian",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"701",622,1240222,"TOV-21G","SIDS00412","SIDM01169","TOV-21G","SIDP00355","ACH-000885","TOV21G_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Ovary","OV","Ovarian Carcinoma","Female","Unknown",62,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"702",716,1299070,"TOV-112D","SIDS00411","SIDM01170","TOV-112D","SIDP00354","ACH-000048","TOV112D_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Ovary","OV","Ovarian Carcinoma","Female","Unknown",42,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"703",788,1480360,"OV-7","SIDS00928","SIDM00474","OV-7","SIDP00831","ACH-000688","OV7_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Ovary","OV","Ovarian Carcinoma","Female","Unknown",78,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"704",795,1480374,"UWB1.289","SIDS00012","SIDM00815","UWB1.289","SIDP00009","ACH-001418","UWB1289_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Ovary","OV","Ovarian Carcinoma","Female","Unknown",54,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"705",1070,906825,"Caov-3","SIDS00098","SIDM00919","Caov-3","SIDP00080","ACH-000713","CAOV3_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Ovary","OV","Ovarian Carcinoma","Female","White",54,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","N","Y","Y"
"706",698,1298365,"OVTOKO","SIDS01037","SIDM00425","OVTOKO","SIDP00930","ACH-000663","OVTOKO_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","Spleen","OV","Ovarian Carcinoma","Female","East Asian",78,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"707",1454,949090,"Caov-4","SIDS00099","SIDM00918","Caov-4","SIDP00081","ACH-000103","CAOV4_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","subserosa of fallopian tube","OV","Ovarian Carcinoma","Female","White",45,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"708",778,1479987,"DOV13","SIDS00438","SIDM00969","DOV13","SIDP00375","","","urogenital_system","ovary","urogenital_system","Ovary","Unknown","Unknown","OV","Ovarian Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","N","Y"
"709",779,1479988,"Hey","SIDS00439","SIDM00968","Hey","SIDP00376","ACH-002140","HEY_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Unknown","OV","Ovarian Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","N","Y"
"710",785,1479995,"JHOS-2","SIDS00673","SIDM00305","JHOS-2","SIDP00601","ACH-000132","JHOS2_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Unknown","OV","Ovarian Carcinoma","Female","East Asian",45,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"711",786,1480358,"JHOS-3","SIDS00674","SIDM00304","JHOS-3","SIDP00602","ACH-002146","JHOS3_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Unknown","OV","Ovarian Carcinoma","Female","East Asian",48,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"712",787,1480359,"JHOS-4","SIDS00675","SIDM00303","JHOS-4","SIDP00603","ACH-000584","JHOS4_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Unknown","OV","Ovarian Carcinoma","Female","East Asian",44,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"713",791,1480364,"OVCA420","SIDS00440","SIDM00967","OVCA420","SIDP00377","ACH-002181","OVCA420_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Unknown","OV","Ovarian Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"714",792,1480367,"OVCA433","SIDS00441","SIDM00966","OVCA433","SIDP00378","ACH-002182","OVCA433_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Unknown","OV","Ovarian Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","N","N","Y"
"715",1020,905968,"IGROV-1","SIDS00825","SIDM00151","IGROV-1","SIDP00737","ACH-000966","IGROV1_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Unknown","OV","Ovarian Carcinoma","Female","Unknown",47,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"716",1021,905969,"OVCAR-5","SIDS00846","SIDM00091","OVCAR-5","SIDP00754","ACH-001151","OVCAR5_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Unknown","Unknown","OV","Ovarian Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"717",1040,905990,"OVCAR-4","SIDS00845","SIDM00092","OVCAR-4","SIDP00753","ACH-000617","OVCAR4_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Unknown","OV","Ovarian Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"718",1041,905991,"OVCAR-8","SIDS00847","SIDM00090","OVCAR-8","SIDP00755","ACH-000696","OVCAR8_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Unknown","OV","Ovarian Carcinoma","Female","Unknown",64,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"719",548,1240127,"EN","SIDS00510","SIDM01045","EN","SIDP00446","ACH-000978","EN_ENDOMETRIUM","urogenital_system","endometrium","urogenital_system","Endometrium","Tumour","Cervical endometrium","UCEC","Endometrial Carcinoma","Female","East Asian",50,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"720",1119,907051,"HEC-1","SIDS00962","SIDM00596","HEC-1","SIDP00862","ACH-001517","HEC1_ENDOMETRIUM","urogenital_system","endometrium","urogenital_system","Endometrium","Tumour","Endometrium","UCEC","Endometrial Carcinoma","Female","East Asian",71,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"721",1359,910781,"AN3-CA","SIDS00077","SIDM00901","AN3-CA","SIDP00061","ACH-000940","AN3CA_ENDOMETRIUM","urogenital_system","endometrium","urogenital_system","Endometrium","Tumour","Endometrium","UCEC","Endometrial Carcinoma","Female","White",55,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"722",1410,924187,"KLE","SIDS00179","SIDM00686","KLE","SIDP00144","ACH-000293","KLE_ENDOMETRIUM","urogenital_system","endometrium","urogenital_system","Endometrium","Tumour","Endometrium","UCEC","Endometrial Carcinoma","Female","White",64,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"723",1292,909735,"SNG-M","SIDS01068","SIDM00373","SNG-M","SIDP00958","ACH-000974","SNGM_ENDOMETRIUM","urogenital_system","endometrium","urogenital_system","Endometrium","Metastasis","Lymph node","UCEC","Endometrial Carcinoma","Female","Unknown",52,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"724",589,1240174,"MFE-319","SIDS01108","SIDM00333","MFE-319","SIDP00997","ACH-000988","MFE319_ENDOMETRIUM","urogenital_system","endometrium","urogenital_system","Endometrium","Tumour","Unknown","UCEC","Endometrial Carcinoma","Female","Unknown",81,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"725",1201,908129,"MFE-280","SIDS01106","SIDM00335","MFE-280","SIDP00995","ACH-000192","MFE280_ENDOMETRIUM","urogenital_system","endometrium","urogenital_system","Endometrium","Tumour","Unknown","UCEC","Endometrial Carcinoma","Female","Unknown",77,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"726",1202,908130,"MFE-296","SIDS01107","SIDM00334","MFE-296","SIDP00996","ACH-000879","MFE296_ENDOMETRIUM","urogenital_system","endometrium","urogenital_system","Endometrium","Tumour","Unknown","UCEC","Endometrial Carcinoma","Female","White",68,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"727",1345,910691,"COLO-684","SIDS00834","SIDM00142","COLO-684","SIDP00744","ACH-000864","COLO684_ENDOMETRIUM","urogenital_system","endometrium","urogenital_system","Endometrium","Tumour","Unknown","UCEC","Endometrial Carcinoma","Female","Unknown",63,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"728",989,905934,"PC-3","SIDS00849","SIDM00088","PC-3","SIDP00756","ACH-000090","PC3_PROSTATE","urogenital_system","prostate","urogenital_system","Prostate","Metastasis","Bone","PRAD","Prostate Carcinoma","Male","White",62,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"729",990,905935,"DU-145","SIDS00817","SIDM00120","DU-145","SIDP00730","ACH-000979","DU145_PROSTATE","urogenital_system","prostate","urogenital_system","Prostate","Metastasis","Brain","PRAD","Prostate Carcinoma","Male","White",69,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"730",1183,907788,"LNCaP-Clone-FGC","SIDS00182","SIDM00683","LNCaP-Clone-FGC","SIDP00147","ACH-000977","LNCAPCLONEFGC_PROSTATE","urogenital_system","prostate","urogenital_system","Prostate","Metastasis","Left supraclavicular lymph node","PRAD","Prostate Carcinoma","Male","White",50,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"731",1402,924100,"22RV1","SIDS00942","SIDM00499","22RV1","SIDP00842","ACH-000956","22RV1_PROSTATE","urogenital_system","prostate","urogenital_system","Prostate","Tumour","Prostate","PRAD","Prostate Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"732",718,1299075,"VCaP","SIDS00424","SIDM01077","VCaP","SIDP00366","ACH-000115","VCAP_PROSTATE","urogenital_system","prostate","urogenital_system","Prostate","Metastasis","Vertebral bone","PRAD","Prostate Carcinoma","Male","White",59,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"733",1055,906798,"639-V","SIDS00445","SIDM00999","639-V","SIDP00382","ACH-000973","639V_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Left ureter","BLCA","Bladder Carcinoma","Male","White",69,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"734",836,687459,"TCCSUP","SIDS00408","SIDM01190","TCCSUP","SIDP00351","ACH-000720","TCCSUP_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Neck of the urinary bladder","BLCA","Bladder Carcinoma","Female","Unknown",67,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"735",937,753552,"DSH1","SIDS00437","SIDM00970","DSH1","SIDP00374","ACH-002235","DSH1_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Unknown","Unknown","BLCA","Bladder Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"736",961,753584,"LB831-BLC","SIDS00642","SIDM00181","LB831-BLC","SIDP00571","ACH-002266","LB831BLC_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Unknown","Unknown","BLCA","Bladder Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"737",1054,906797,"647-V","SIDS00446","SIDM00983","647-V","SIDP00383","ACH-000896","647V_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Unknown","BLCA","Bladder Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"738",1168,907312,"KU-19-19","SIDS00559","SIDM01033","KU-19-19","SIDP00492","ACH-000486","KU1919_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Unknown","BLCA","Bladder Carcinoma","Female","Unknown",76,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"739",1269,909704,"RT-112","SIDS01150","SIDM00402","RT-112","SIDP01037","ACH-000473","RT112_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Unknown","BLCA","Bladder Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"740",1304,909749,"SW1710","SIDS01171","SIDM00420","SW1710","SIDP01057","ACH-000566","SW1710_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Unknown","BLCA","Bladder Carcinoma","Female","White",84,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"741",1383,910926,"BFTC-905","SIDS00456","SIDM00989","BFTC-905","SIDP00393","ACH-000802","BFTC905_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Unknown","BLCA","Bladder Carcinoma","Female","East Asian",51,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"742",634,1290730,"CAL-29","SIDS00471","SIDM00936","CAL-29","SIDP00408","ACH-000142","CAL29_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Urinary Bladder","BLCA","Bladder Carcinoma","Female","Unknown",80,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"743",833,687452,"5637","SIDS00057","SIDM00807","5637","SIDP00045","ACH-000905","5637_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Urinary Bladder","BLCA","Bladder Carcinoma","Male","White",68,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"744",834,687455,"RT4","SIDS00349","SIDM01085","RT4","SIDP00294","ACH-000242","RT4_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Urinary Bladder","BLCA","Bladder Carcinoma","Male","White",63,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"745",835,687457,"SW780","SIDS00399","SIDM01160","SW780","SIDP00343","ACH-000384","SW780_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Urinary Bladder","BLCA","Bladder Carcinoma","Female","White",80,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"746",898,724812,"T-24","SIDS00405","SIDM01184","T24","SIDP00349","ACH-000018","T24_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Urinary Bladder","BLCA","Bladder Carcinoma","Female","White",81,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"747",902,724838,"UM-UC-3","SIDS00422","SIDM01182","UM-UC-3","SIDP00364","ACH-000522","UMUC3_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Urinary Bladder","BLCA","Bladder Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
